0,1,2,3,4,5,6,7,8
$445.000,52 m² útiles,2 dormitorios,"exequiel fernandez 1987, ñuñoa, región metropolitana, chile, estadio nacional, ñuñoa",,,arriendo,departamentos,
tour virtual,240 m² útiles,5 dormitorios,"av edmundo eluchans 2805, viña del mar, concón, valparaíso, chile, reñaca, viña del mar",,"av edmundo eluchans 2805, viña del mar, concón, valparaíso",arriendo,departamentos,
uf55,187 m² útiles,3 dormitorios,"condominio con maravilloso parque- portal la dehesa, lo barnechea",,departamento en arriendo de 3 dorm. en lo barnechea,arriendo,departamentos,
$385.000,37 m² útiles,1 dormitorio,"valenzuela castillo 1600, providencia, chile, pedro de valdivia, providencia",,,arriendo,departamentos,
uf146,334 m² útiles,2 dormitorios,"imponente penthouse con terrazas, las condes",,departamento en arriendo de 2 dorm. en las condes,arriendo,departamentos,
uf110,263 m² útiles,3 dormitorios,"moderno departamento con jardín, las condes",,departamento en arriendo de 3 dorm. en las condes,arriendo,departamentos,
"uf10,50",30 m² útiles,1 dormitorio,"san francisco 228, santiago, chile, bulnes, santiago",,,arriendo,departamentos,
$330.000,35 m² útiles,1 dormitorio,"presidente balmaceda 2610, quinta normal, santiago, chile, parque los reyes, santiago",,,arriendo,departamentos,
uf135,263 m² útiles,3 dormitorios,"moderno departamento con jardín privado, las condes",,departamento en arriendo de 3 dorm. en las condes,arriendo,departamentos,
$625.000,50 m² útiles,1 dormitorio,"alsacia 145, las condes, chile, barrio el golf, las condes",,,arriendo,departamentos,
$950.000,300 m² útiles,6 dormitorios,"ignacio echeverría bambach park - unnamed road, rocas de, santo domingo, valparaíso, chile, las brisas de santo domingo, santo domingo",,"ignacio echeverría bambach park - unnamed road, rocas de",arriendo,departamentos,
$650.000,60 m² útiles,2 dormitorios,"avenida costanera 5551, coquimbo, chile, avenida del mar, la serena",,,arriendo,departamentos,
$370.000,42 m² útiles,2 dormitorios,"placilla 56, santiago, estación central, región metropolitana, chile, san alberto hurtado, estación central",,"placilla 56, santiago, estación central",arriendo,departamentos,
$350.000,44 m² útiles,2 dormitorios,"la coruña, santiago, estación central, chile, metro ecuador, estación central",,,arriendo,departamentos,
$480.000,45 m² útiles,2 dormitorios,"tobalaba 11305, penalolen, peñalolén, chile, metro los presidentes - lo hermida, peñalolén",,,arriendo,departamentos,
$1.500.000,90 m² útiles,2 dormitorios,"callao 3800, las condes, chile, barrio el golf, las condes",,,arriendo,departamentos,
$700.000,60 m² útiles,2 dormitorios,"ortúzar 299, ñuñoa, chile, villa frei, ñuñoa",,,arriendo,departamentos,
$420.000,55 m² útiles,1 dormitorio,"federico froebel, providencia, chile, pedro de valdivia, providencia",,,arriendo,departamentos,
$200.000,35 m² útiles,1 dormitorio,"morandé 626, santiago, chile, centro histórico de santiago, santiago",,,arriendo,departamentos,
$1.500.000,600 m² útiles,10 dormitorios,"seminario 758, ñuñoa, chile, metro irarrázaval, ñuñoa",,,arriendo,casas,
uf175,512 m² útiles,4 dormitorios,"exclusiva contemporánea preciosas vistas, santa maría de manquehue, vitacura",,casa en arriendo de 4 dormitorios en vitacura,arriendo,casas,
$550.000,290 m² útiles,3 dormitorios,"rené soriano 62, osorno, chile, rahue, osorno",,,arriendo,casas,
uf50,135 m² útiles,3 dormitorios,"avenida padre hurtado norte & avenida vitacura, vitacura, chile, estadio croata, vitacura",,"avenida padre hurtado norte & avenida vitacura, vitacura",arriendo,casas,
$1.250.000,120 m² útiles,5 dormitorios,"vaticano, vaticano, las condes",,,arriendo,casas,
$1.500.000,170 m² útiles,4 dormitorios,"samotracia, estadio croata, vitacura",,,arriendo,casas,
$600.000,140 m² útiles,4 dormitorios,"padre cristóbal kennedy 068, villa alemana, chile, peñablanca, villa alemana",,,arriendo,casas,
$650.000,140 m² útiles,3 dormitorios,"villa londres, recreo alto, viña del mar",,,arriendo,casas,
$1.800.000,320 m² útiles,6 dormitorios,"jaén, rotonda atenas, las condes",,,arriendo,casas,
$2.200.000,300 m² útiles,4 dormitorios,"casa arriendo estoril remodelada, estoril, las condes",,,arriendo,casas,
$1.500.000,120 m² útiles,4 dormitorios,"jardín alto, la florida alto, la florida",,,arriendo,casas,
$695.000,190 m² útiles,5 dormitorios,"juan guillermo sosa, carriel, talcahuano",,,arriendo,casas,
$850.000,150 m² útiles,3 dormitorios,"12 norte entre 2 y 3 oriente, libertad, viña del mar",,,arriendo,casas,
$1.600.000,260 m² útiles,7 dormitorios,"gleisner, concepción",,,arriendo,casas,
$2.100.000,200 m² útiles,4 dormitorios,"alejandro valdés 2618, campus oriente, providencia",,,arriendo,casas,
uf75,300 m² útiles,3 dormitorios,"estoril, las condes, chile, estoril, las condes",,,arriendo,casas,
uf104,333 m² útiles,5 dormitorios,"gral blache / francisco bulnes correa, los dominicos, las condes",,,arriendo,casas,
$3.800.000,280 m² útiles,4 dormitorios,"luis carrera - luis pasteur, jardín del este, vitacura",,,arriendo,casas,
uf85,290 m² útiles,4 dormitorios,"plaza uruguay / colegio san ignacio / el bosque sur / hdo de aguirre, metro bilbao, providencia",,plaza uruguay / colegio san ignacio / el bosque sur / hdo,arriendo,casas,
uf140,420 m² útiles,5 dormitorios,"pedro de valdivia norte, pedro de valdivia norte, providencia",,,arriendo,casas,
uf73,300 m² útiles,10 dormitorios,"galvarino gallardo 1594, pedro de valdivia, providencia",,,arriendo,casas,
uf99,400 m² útiles,12 dormitorios,"oficina amoblada luis thayer ojeda 1200 mt2 terreno, las lilas, providencia",,casa en arriendo de 12 dorm. en providencia,arriendo,casas,
uf13,35 m² útiles,1 dormitorio,"los peumos, la laguna, paine, región metropolitana, chile, laguna de aculeo, paine",,,arriendo,casas,
uf62,420 m² útiles,11 dormitorios,"almirante barroso 520, barrio brasil, santiago",,,arriendo,casas,
uf99,12 dormitorios,"oficina amoblada av luis thayer ojeda 1200 mt terreno, las lilas, providencia",,casa en arriendo de 12 dorm. en las condes,arriendo,casas,,
$1.300.000,230 m² útiles,5 dormitorios,"la puntilla 40, algarrobo, chile, el canelo, algarrobo",,,arriendo,casas,
uf80,240 m² útiles,7 dormitorios,"hotel boutique. santa isabel/seminario. barrio italia. metro santa isabel, providencia",,casa en arriendo de 7 dorm. en providencia,arriendo,casas,
uf111,330 m² útiles,5 dormitorios,"los litres, los trapenses, lo barnechea",,,arriendo,casas,
$2.600.000,294 m² útiles,6 dormitorios,"quinchamali /  espectacular casa georgian, quinchamalí, las condes",,,arriendo,casas,
$3.000.000,300 m² útiles,6 dormitorios,"lo arcaya 2899, vitacura, chile, borde río - casa piedra, vitacura",,,arriendo,casas,
uf29,101 m² útiles,3 dormitorios,"sin comisión 2 estacionamientos gastos comunes incluidos, rojas magallanes, la florida",,,arriendo,casas,
$1.800.000,200 m² útiles,6 dormitorios,"garcía moreno, ñuñoa, chile, parque botánico, ñuñoa",,,arriendo,casas,
$320.000,400 m² útiles,2 dormitorios,"maría cristina 6729, la florida, chile, lo cañas - alto macul, la florida",,,arriendo,casas,
$600.000,70 m² útiles,3 dormitorios,"camino las flores 2722, valle grande, lampa, chile, valle grande, lampa",,,arriendo,casas,
$1.870.000,144 m² útiles,4 dormitorios,"av san josemaría escrivá de balaguer 6251, vitacura, región metropolitana, chile, borde río - casa piedra, vitacura",,"av san josemaría escrivá de balaguer 6251, vitacura",arriendo,casas,
$850.000,152 m² útiles,3 dormitorios,"montenegro 77, ñuñoa, chile, parque juan xxiii, ñuñoa",,,arriendo,casas,
$680.000,85 m² útiles,3 dormitorios,"chesterton, las condes, chile, los dominicos, las condes",,,arriendo,casas,
$1.200.000,232 m² útiles,4 dormitorios,"tranquila 2348, providencia, chile, campus oriente, providencia",,,arriendo,casas,
$370.000,125 m² útiles,3 dormitorios,"troncal san francisco 2244, puente alto, chile, protectora de la infancia, puente alto",,,arriendo,casas,
$370.000,85 m² útiles,3 dormitorios,"dieciocho de septiembre, el bosque, chile, alejandro guzmán, el bosque",,,arriendo,casas,
$470.000,70 m² útiles,3 dormitorios,"san sebastián 4884, mall plaza tobalaba, puente alto",,,arriendo,casas,
$480.000,75 m² útiles,3 dormitorios,"av. walker martinez / av. mexico, vicente valdés, la florida",,,arriendo,casas,
$520.000,40 m² útiles,2 dormitorios,"martin de zamora / domingo bondi, sebastián elcano, las condes",,,arriendo,casas,
$480.000,80 m² útiles,3 dormitorios,"av la florida / walker martínez, vicente valdés, la florida",,,arriendo,casas,
$380.000,60 m² útiles,2 dormitorios,"josé de campderros 3896, puente alto",,,arriendo,casas,
$410.000,75 m² útiles,3 dormitorios,"condominio cumbres de buin / camino el arp, buin",,,arriendo,casas,
uf22,160 m² útiles,3 dormitorios,"federico gana, macul, chile, villa macul, macul",,,arriendo,casas,
$1.100.000,110 m² útiles,4 dormitorios,"monroe / iv centenario, metro manquehue - apumanque, las condes",,,arriendo,casas,
$620.000,94 m² útiles,4 dormitorios,"av americo vespucio / quilín, metro quilín, macul",,,arriendo,casas,
$375.000,90 m² útiles,3 dormitorios,"los lingues 00, protectora de la infancia, puente alto",,,arriendo,casas,
uf34,"1,000 m² totales","calle larga 2940, calle larga",,,arriendo,sitios,,
$850.000,"2,466 m² totales","avda. orompello  sitio, centro de los ángeles, los ángeles",,arriendo terreno en los ángeles.,arriendo,sitios,,
uf250,"6,000 m² totales","el salto, recoleta",,,arriendo,sitios,,
$400.000,"1,200 m² totales","el pangal 10, limache",,,arriendo,sitios,,
uf110,"3,084 m² totales","rodrigo de araya 1631, macul",,,arriendo,sitios,,
$4.000.000,700 m² totales,"700 m2 terreno - 2 oficinas -baños, centro de concepción, concepción",,,arriendo,sitios,,
$1.100.000,750 m² totales,"colón 2831, carriel, talcahuano",,,arriendo,sitios,,
uf200,"sectorruta 5 easy, jumbo, callegari, centro de la serena, la serena",,,arriendo,sitios,,,
$1.000.000,400 m² totales,"perpetua freire, la florida",,,arriendo,sitios,,
uf200,"1,070 m² totales","avda. larraín / av. tobalaba, la reina",,,arriendo,sitios,,
uf280,"11,070 m² útiles","san iganacio, parque industrial buenaventura, quilicura",,,arriendo,sitios,,
$700.000,"1,600 m² totales","u 175 3,5, osorno",,,arriendo,sitios,,
uf85.634,"22,000,000 m² totales","terreno parque energético cerca embalse recoleta, ovalle",,sitio en arriendo en ovalle,arriendo,sitios,,
uf36,720 m² totales,"camino el guanaco con americo vespucio, huechuraba",,sitio en arriendo en huechuraba,arriendo,sitios,,
$1.900.000,480 m² totales,"avda salvador con santa isabel, providencia",,sitio en arriendo en providencia,arriendo,sitios,,
uf50,"2,500 m² totales","camino santa graciela lote 5 a - sitio, batuco, lampa",,,arriendo,sitios,,
$600.000,"2,700 m² totales","bellavista, la florida, la serena",,sitio en arriendo en la serena,arriendo,sitios,,
$1.400.000,"2,200 m² totales","chile italia 57, avenida del mar, la serena",,,arriendo,sitios,,
uf31,"2,753 m² totales","arturo prat, machalí",,"sitio y/o terreno en arriendo arturo prat, machalí",arriendo,sitios,,
$2.500.000,519 m² totales,"dardignac con loreto, bellavista, recoleta",,,arriendo,sitios,,
$280.000,"4,000 m² totales","rafael ariztía 1000, quillota",,,arriendo,sitios,,
$500.000,"1,500 m² totales","avenida cuyuncaví, centro de curacaví, curacaví",,,arriendo,sitios,,
$230.000,220 m² totales,"lago huillinco - arriendo diario, chonchi",,,arriendo,sitios,,
$1.000.000,120 m² totales,"oficina lastenia, la chimba, antofagasta",,,arriendo,sitios,,
$2.000.000,"2,100 m² totales","sector niagara - padre las casas, padre las casas",,,arriendo,sitios,,
$1.900.000,"3,641 m² totales","chicureo centro, chicureo, colina",,sitio en arriendo en colina,arriendo,sitios,,
uf45,"5,016 m² totales","terreno ruta a-1 puerto patillos y patache (qb2), iquique",,sitio en arriendo en iquique,arriendo,sitios,,
$1.650.000,"10,000 m² totales","santa inés cacique colin, lampa",,sitio en arriendo en lampa,arriendo,sitios,,
"uf348,60","17,550 m² totales","avenida las acacias 2501, las acacias - chena, san bernardo",,,arriendo,sitios,,
$800.000,543 m² totales,3 dormitorios,"avenida san juan, centro de machalí, machalí",,sitio en arriendo en machalí,arriendo,sitios,
$1.200.000,"40,000 m² totales","culepran popeta, melipilla",,sitio en arriendo en melipilla,arriendo,sitios,,
uf150,"5,475 m² totales","via 3 mz l st 2 a bajo molle, bajo molle, iquique",,sitio en arriendo en iquique,arriendo,sitios,,
$2.800.000,"2,155 m² totales",3 dormitorios,"jardin dehesa- san rafael, la dehesa, lo barnechea",,sitio en arriendo en lo barnechea,arriendo,sitios,
uf800,"21,000 m² totales","américo vespucio / lo echevers, quilicura",,,arriendo,sitios,,
uf228,"ezequiel fernández / av. quillin, escuela agrícola, macul",,,arriendo,sitios,,,
uf16,"1,600 m² totales","miraflores 16, centro de curacaví, curacaví",,,arriendo,sitios,,
uf35,"1,000 m² útiles","propiedad en arriendo sitio casablanca, ciudad de casablanca, casablanca",,propiedad en arriendo sitio casablanca,arriendo,sitios,,
uf100,"17,734 m² totales","callejón santa elena s / n, coquimbo",,,arriendo,sitios,,
uf125,"7,000 m² totales","miraflores con vespucio, quilicura",,,arriendo,sitios,,
$2.500.000,828 m² totales,10 dormitorios,"metro san alberto hurtado, estación central",,sitio en arriendo en estación central,arriendo,sitios,
$1.500.000,560 m² totales,"avenida cachapoal, estadio el teniente, rancagua",,sitio en arriendo en rancagua,arriendo,sitios,,
uf98,"7,185 m² totales","carlota guzman / canal la punta, aeropuerto arturo merino benitez, pudahuel",,,arriendo,sitios,,
$600.000,"el claro / el claro, aeropuerto pucón, pucón",,,arriendo,sitios,,,
uf110,"40,000 m² totales",rengo,,"sitio y/o terreno en arriendo , rosario",arriendo,sitios,,
$500.000,15 m² útiles,"av. miguel ramirez, la compañía, rancagua",,"sitio y/o terreno en arriendo av. miguel ramirez, rancagua",arriendo,sitios,,
$3.000.000,"120,000 m² totales","josé miguel carrera , el noviciado , pudahuel, el noviciado, pudahuel",,sitio en arriendo en pudahuel,arriendo,sitios,,
$390.000,28 m² totales,"malaga / apoquindo, barrio el golf, las condes",,,arriendo,sitios,,
$1.100.000,"2,100 m² totales","avda. balmaceda, san javier., san javier",,sitio en arriendo en san javier,arriendo,sitios,,
$1.800.000,"5,700 m² totales","bdo o'higgins (cerca a tottus), centro de talagante, talagante",,sitio en arriendo en talagante,arriendo,sitios,,
uf95,"5,700 m² totales","el barrancón, calera de tango",,,arriendo,sitios,,
$1.700.000,"2,500 m² útiles",4 dormitorios,"g-532, valdivia de paine, paine, región metropolitana, chile, laguna de aculeo, paine",,,arriendo,parcelas,
$700.000,120 m² útiles,3 dormitorios,"los silos, alcalde hernán prieto, pirque",,casa en sector los silos,arriendo,parcelas,
$620.000,120 m² útiles,3 dormitorios,"casa sector pie del mauco. / las gaviotas. parcela de 1000 m2, quintero",,casa sector pie del mauco. / las gaviotas. parcela de 1000,arriendo,parcelas,
uf68,580 m² útiles,4 dormitorios,"cruce av. calera de tango - condominio, san josé de tango, calera de tango",,cruce av. calera de tango - condominio,arriendo,parcelas,
$1.800.000,343 m² útiles,5 dormitorios,"salida puente colmo 232, limache",,,arriendo,parcelas,
$1.000.000,120 m² útiles,4 dormitorios,"rojas magallanes, la florida",,parcela en arriendo en la florida,arriendo,parcelas,
$1.100.000,271 m² útiles,5 dormitorios,"camino melipilla s / n, el monte",,,arriendo,parcelas,
$500.000,"4,985 m² útiles","sitio sobre ruta v505 p. montt c_389010, alerces, puerto montt",,,arriendo,parcelas,,
$700.000,140 m² útiles,4 dormitorios,"rosa agustina, olmué",,parcela en arriendo en olmué,arriendo,parcelas,
$500.000,350 m² útiles,5 dormitorios,"preciosa casa lago ranco condominio bahia el coique, lago ranco, futrono",,,arriendo,parcelas,
$2.100.000,290 m² útiles,3 dormitorios,"arriendo exclusiva propiedad amoblada, en sector santa rita. pirque, pirque",,parcela en arriendo en pirque,arriendo,parcelas,
$9.000.000,"76,000 m² totales","pirque, pirque",,parcela en arriendo en pirque,arriendo,parcelas,,
uf65,100 m² útiles,"santa rosa y tucapel, la pintana",,parcela en arriendo en la pintana,arriendo,parcelas,,
uf85.634,"22,000,000 m² totales","terreno parque energético cerca embalse recoleta, ovalle",,parcela en arriendo en ovalle,arriendo,parcelas,,
$590.000,125 m² útiles,4 dormitorios,"g-98-f / f-840, san alfonso del mar, algarrobo",,,arriendo,parcelas,
$3.700.000,120 m² útiles,3 dormitorios,"santa rosa de santiago 17, batuco, lampa",,,arriendo,parcelas,
$1.200.000,"40,000 m² totales","culepran popeta, melipilla",,parcela en arriendo en melipilla,arriendo,parcelas,,
$2.000.000,"2,039 m² totales","terreno enea / pudahuel, enea, pudahuel",,parcela en arriendo en pudahuel,arriendo,parcelas,,
$1.800.000,250 m² útiles,4 dormitorios,"los albañiles s / n, curacaví",,,arriendo,parcelas,
uf130,700 m² útiles,"pasado el puente concón a la izquierda antes de la línea del tren, quintero",,parcela en arriendo en quintero,arriendo,parcelas,,
$35,"79,370 m² totales","rio duqueco, quilleco",,parcela en arriendo en quilleco,arriendo,parcelas,,
$12.000.000,400 m² útiles,"t 658, paillaco",,parcela en arriendo en paillaco,arriendo,parcelas,,
$2.000.000,260 m² útiles,6 dormitorios,"hijuela 2 hacienda venus 2, coquimbo",,,arriendo,parcelas,
$1.200.000,90 m² útiles,3 dormitorios,"apto para todo destino, chicureo, colina",,parcela en arriendo en colina,arriendo,parcelas,
uf100,260 m² útiles,4 dormitorios,"el arrayán / vista espectacular / los quillayes, plaza san enrique, lo barnechea",,parcela en arriendo en lo barnechea,arriendo,parcelas,
uf170,862 m² útiles,8 dormitorios,"san jose de nos / ruta 5 sur, nos, san bernardo",,,arriendo,parcelas,
uf167,680 m² útiles,8 dormitorios,"buin, buin",,parcela en arriendo en buín,arriendo,parcelas,
$850.000,300 m² útiles,3 dormitorios,"sector cavancha poniente, vallenar",,parcela en arriendo en vallenar,arriendo,parcelas,
$230.000,220 m² útiles,4 dormitorios,"lago huillinco - arriendo diario, chonchi",,,arriendo,parcelas,
"uf17,33",400 m² útiles,6 dormitorios,"arriendo temporada,ranco,condominio san andres, lago ranco",,,arriendo,parcelas,
uf400,400 m² útiles,7 dormitorios,"simon bolivar/echeñique, carlos ossandón, la reina",,parcela en arriendo en la reina,arriendo,parcelas,
uf32,"5,500 m² totales","arriendo ruta 5, parcela industrial, 1, centro de puerto varas, puerto varas",,,arriendo,parcelas,,
uf155,"1,200 m² útiles",9 dormitorios,"casona del valle , 8 km desde la panamericana norte a tiltil, tiltil",,parcela en arriendo en tiltil,arriendo,parcelas,
$2.200.000,200 m² útiles,"guacolda 2100, la pintana",,,arriendo,parcelas,,
$2.000.000,590 m² útiles,5 dormitorios,"el oliveto, talagante, el oliveto, talagante",,parcela en arriendo en talagante,arriendo,parcelas,
$1.800.000,318 m² útiles,5 dormitorios,"capilla esmeralda, esmeralda, talca",,parcela en arriendo en talca,arriendo,parcelas,
$750.000,"2,000 m² totales","callejón el pino, curicó",,parcela en arriendo en curicó,arriendo,parcelas,,
$400.000,"1,000 m² totales","callejón el pino, curicó",,parcela en arriendo en curicó,arriendo,parcelas,,
uf1,"13,500 m² totales","lautaro urbano sector hospital ruta a curacautín, lautaro",,parcela en arriendo en lautaro,arriendo,parcelas,,
$15.000.000,"10,000 m² totales","avenida santa rosa - observatorio, la pintana, la pintana",,parcela en arriendo en la pintana,arriendo,parcelas,,
$600.000,132 m² útiles,3 dormitorios,"country pucón - acogedora casa en parcela de 5.000 mts2, pucón",,parcela en arriendo en pucón,arriendo,parcelas,
$750.000,80 m² útiles,2 dormitorios,"arriendo de parcela en condominio, curacaví",,,arriendo,parcelas,
$4.800.000,360 m² útiles,11 dormitorios,"helsby 8947, carlos ossandón, la reina",,,arriendo,parcelas,
$1.500.000,273 m² útiles,4 dormitorios,"la aurora de curacaví ., curacaví",,,arriendo,parcelas,
uf85,100 m² útiles,4 dormitorios,"el carmen 7, calera de tango",,,arriendo,parcelas,
uf105,"5,443 m² totales","km 42 42, centro de buin, buin",,,arriendo,parcelas,,
$1.500.000,139 m² útiles,4 dormitorios,"puerta del viento, camino lonquen, maipú, ciudad satélite, maipú",,parcela en arriendo en maipú,arriendo,parcelas,
"uf190,80","800,000 m² totales","l-30-m 30, san javier",,,arriendo,parcelas,,
$820.000,40 m² útiles,2 dormitorios,"lonquen norte paradero 8 1 / 2, calera de tango, calera de tango",,,arriendo,parcelas,
uf110,"5,167 m² útiles","terrenos urbanos en arriendo chicureo – 5000m2 c/u, colina",,terrenos urbanos en arriendo chicureo  5000m2 c/u,arriendo,parcelas,,
"uf13,31",22 - 861 m² útiles,"balmaceda 2455, centro de antofagasta, antofagasta",puerto nuevo antofagasta,,arriendo,oficinas,,
uf66,"124 - 1,194 m² útiles",3 - 12 baños,"av. la dehesa 1552, la dehesa, lo barnechea",oficinas neohaus,,arriendo,oficinas,
"uf33,84",94 - 283 m² útiles,2 - 4 baños,"autopista concepción talcahuano 8696, concepción",edificio bio bio centro,,arriendo,oficinas,
"uf37,38",60 - 206 m² útiles,3 dormitorios,1 baño,"chacabuco esquina josé m. infante, centro de copiapó, copiapó",edificio don elías,,arriendo,oficinas
"uf0,27",125 m² útiles,"av. del valle sur 787, huechuraba, chile, ciudad empresarial, huechuraba",,,arriendo,oficinas,,
uf33,152 m² útiles,"rafael cañas 16, providencia, chile, salvador, providencia",,,arriendo,oficinas,,
uf49,90 m² útiles,"badajoz 130, las condes, chile, las condes",,,arriendo,oficinas,,
uf12,32 m² útiles,"estoril 200, las condes, chile, estoril, las condes",,,arriendo,oficinas,,
uf36,65 m² útiles,"cerro el plomo 5931, las condes, chile, nueva las condes, las condes",,,arriendo,oficinas,,
uf195,275 m² útiles,"antonio varas 2248, ñuñoa, chile, metro ñuñoa, ñuñoa",,,arriendo,oficinas,,
uf130,465 m² útiles,"bombero adolfo ossa 1010, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
uf7,"1,200 m² útiles","paseo bandera 236, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
"uf43,20",108 m² útiles,"alfredo barros errázuriz 1954, providencia, chile, pedro de valdivia, providencia",,,arriendo,oficinas,,
uf110,780 m² útiles,"compañía de jesús 1832, santiago, chile, barrio brasil, santiago",,,arriendo,oficinas,,
$263.000,20 m² útiles,"serrano 73, santiago, chile, bulnes, santiago",,,arriendo,oficinas,,
uf125,250 m² útiles,"avenida andrés bello 2687, las condes, chile, centro financiero, las condes",,,arriendo,oficinas,,
uf12,23 m² útiles,"propiedad en arriendo oficina 23 mt2, viña del mar",,,arriendo,oficinas,,
uf120,240 m² útiles,"nueva york 9, santiago, santiago centro, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
$350.000,25 m² útiles,"badajoz 100, las condes, chile, las condes",,,arriendo,oficinas,,
$262.000,20 m² útiles,"serrano 73, santiago, chile, bulnes, santiago",,,arriendo,oficinas,,
uf35,70 m² útiles,"serrano 73, santiago, chile, bulnes, santiago",,,arriendo,oficinas,,
$320.000,30 m² útiles,"serrano 73, santiago, chile, bulnes, santiago",,,arriendo,oficinas,,
$390.000,70 m² útiles,"av libertador bernardo o'higgins 723, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
$3.250.000,650 m² útiles,"teatinos 20, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
uf17,45 m² útiles,"napoleón 3565, las condes, chile, barrio el golf, las condes",,,arriendo,oficinas,,
$425.000,47 m² útiles,"matías cousiño 82, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
uf22,45 m² útiles,"avenida manquehue norte 155, las condes, chile, metro manquehue - apumanque, las condes",,,arriendo,oficinas,,
"uf58,40",146 m² útiles,"juan xxiii 6323, vitacura, chile, juan xxiii, vitacura",,,arriendo,oficinas,,
$120.000,200 m² útiles,"bellavista 5, valparaíso, viña del mar, chile, reñaca, viña del mar",,,arriendo,oficinas,,
uf60,143 m² útiles,"los conquistadores 1700, providencia - oficina 28 b, pedro de valdivia norte, providencia",,"los conquistadores 1700, providencia - oficina 28 a1",arriendo,oficinas,,
uf50,158 m² útiles,"moneda 920, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
$275.000,80 m² útiles,"napoleón 3565, las condes, chile, barrio el golf, las condes",,,arriendo,oficinas,,
$650.000,120 m² útiles,"rosa rodríguez 1375, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
uf170,500 m² útiles,"antonio varas 671, providencia, chile, manuel montt, providencia",,,arriendo,oficinas,,
uf40,177 m² útiles,"estado 10, santiago, chile, centro histórico de santiago, santiago",,,arriendo,oficinas,,
uf17,50 m² útiles,"málaga 115, las condes, chile, barrio el golf, las condes",,,arriendo,oficinas,,
$2.600.000,256 m² útiles,"av. andrés bello 1251, providencia, chile, manuel montt, providencia",,,arriendo,oficinas,,
uf17,39 m² útiles,"avenida apoquindo 6410, las condes, chile, metro manquehue - apumanque, las condes",,,arriendo,oficinas,,
uf12,100 m² útiles,"roger de flor 2996, las condes, chile, barrio el golf, las condes",,,arriendo,oficinas,,
$650.000,110 m² útiles,"av. portugal 415, santiago, chile, santa isabel, santiago",,,arriendo,oficinas,,
uf19,42 m² útiles,"avenida las condes 9460, las condes, chile, las condes",,,arriendo,oficinas,,
$350.000,14 m² útiles,"triana 861, providencia, chile, salvador, providencia",,,arriendo,oficinas,,
$355.000,37 m² útiles,"avenida las condes 10415, las condes, chile, estoril, las condes",,,arriendo,oficinas,,
uf18,55 m² útiles,"estoril 50, las condes, chile, estoril, las condes",,,arriendo,oficinas,,
uf39,100 m² útiles,"av. el bosque nte. 220, las condes, región metropolitana, chile, barrio el golf, las condes",,"av. el bosque nte. 220, las condes, región metropolitana",arriendo,oficinas,,
uf880,880 m² útiles,"bellavista 89, recoleta",,,arriendo,oficinas,,
"uf7,07",20 m² útiles,"la marina 2151, pedro aguirre cerda",,,arriendo,oficinas,,
uf30,50 m² útiles,"callao 2970, las condes - oficina 703, barrio el golf, las condes",,,arriendo,oficinas,,
"uf89,10",162 m² útiles,"apoquindo / magdalena, barrio el golf, las condes",,,arriendo,oficinas,,
uf72,210 m² útiles,"agustinas - sector financiero y barrio cívico. ubicación estratégica. favorable oportunidad, centro histórico de santiago, santiago",,agustinas - sector financiero y barrio cívico. ubicación,arriendo,oficinas,,
$750.000,200 m² útiles,"calle tres 535, quilpué, chile, belloto norte, quilpué",,,arriendo,locales,,
uf280,"2,468 m² útiles","san pablo 1051, santiago, chile, centro histórico de santiago, santiago",,,arriendo,locales,,
$550.000,15 m² útiles,"avenida pedro fontova 7855, huechuraba, chile, pedro fontova, huechuraba",,,arriendo,locales,,
uf90,40 m² útiles,"av. manquehue sur 31, las condes, región metropolitana, chile, metro manquehue - apumanque, las condes",,"av. manquehue sur 31, las condes, región metropolitana",arriendo,locales,,
uf300,337 m² útiles,"huérfanos 868, santiago, chile, centro histórico de santiago, santiago",,,arriendo,locales,,
uf800,"3,100 m² útiles","unnamed road, calera de tango, región metropolitana, chile, calera de tango",,,arriendo,locales,,
uf215,387 m² útiles,"avenida manuel montt 1667, santiago, providencia, chile, inés de suárez, providencia",,,arriendo,locales,,
$600.000,64 m² útiles,"avenida borgoño 14580, viña del mar, chile, reñaca, viña del mar",,,arriendo,locales,,
$3.000.000,320 m² útiles,"aníbal pinto 341, buin, chile, centro de buin, buin",,,arriendo,locales,,
uf97,265 m² útiles,"galvarino 755, concepción, chile, barrio oriente - las tres pascualas, concepción",,,arriendo,locales,,
uf90,30 m² útiles,"avenida providencia 2221, providencia, chile, los leones, providencia",,,arriendo,locales,,
uf48,687 m² útiles,"américa 0387, san bernardo, región metropolitana, chile, plaza de armas de san bernardo, san bernardo",,,arriendo,locales,,
uf31,100 m² útiles,"libertad 22, santiago, chile, barrio yungay, santiago",,,arriendo,locales,,
